t[s],a[g]
12.48,-0.01517834602
12.5,-0.003312386325
12.52,-0.05541238728
12.54,-0.2074941389
12.56,-0.2434254841
12.58,-0.2899572039
12.6,-0.1842295879
12.62,0.01747961517
12.64,0.1289053338
12.66,0.3797779312
12.68,0.3593799774
12.7,0.1425642656
12.72,0.1828481836
12.74,0.1387453489
12.76,0.06465643002
12.78,-0.03266914321
12.8,-0.1402314896
12.82,-0.07175290178
12.84,-0.1167047122
12.86,-0.1562334119
12.88,-0.01900365604
12.9,-0.00688348238
12.92,0.03933455832
12.94,0.07515774604
12.96,0.1034888781
12.98,0.1771559963
13.0,0.09564308554
13.02,-0.01852371722
13.04,-0.1209232583
13.06,-0.2586624482
13.08,-0.2503242728
13.1,-0.2167489384
13.12,-0.1909586685
13.14,-0.1580665036
13.16,-0.1326666472
13.18,0.02129163132
13.2,0.1242404514
13.22,0.1541679168
13.24,0.2487959908
13.26,0.1969999176
13.28,0.1887732845
13.3,0.2969830018
13.32,0.3129448452
13.34,0.3454009474
13.36,0.3951351319
13.38,0.2309007536
13.4,0.005674928178
13.42,-0.08825046959
13.44,-0.1848491836
13.46,-0.2286332587
13.48,-0.08005395795
13.5,0.0893908891
13.52,0.1511675542
13.54,0.1176487858
13.56,-0.02377244776
13.58,-0.06092023512
13.6,-0.009451821205
13.62,-0.006292364606
13.64,0.01544214929
13.66,0.1016534801
13.68,0.07673271005
13.7,0.01055898828
13.72,0.02828555347
13.74,0.0395821777
13.76,0.1839962697
13.78,0.4100841377
13.8,0.4997547418
13.82,0.5501811518
13.84,0.4755913873
13.86,0.3091220613
13.88,0.2044208886
13.9,0.04467228302
13.92,-0.0274977025
13.94,0.03123808022
13.96,0.0885232422
13.98,0.1669119497
14.0,0.08674260992
14.02,-0.1165599118
14.04,-0.2380906416
14.06,-0.3762434993
14.08,-0.4048818783
14.1,-0.286816975
14.12,-0.1395595694
14.14,0.03948264212
14.16,0.1022691602
14.18,0.134673619
14.2,0.08534186224
14.22,-0.03776718061
14.24,0.005490452322
14.26,0.0682431421
14.28,0.09244984999
14.3,0.09615836135
14.32,0.01333935471
14.34,-0.007894697921
14.36,-0.01990322326
14.38,-0.1530095057
14.4,-0.05857197049
14.42,0.137409085
14.44,0.201858761
14.46,0.315699067
14.48,0.2353277404
14.5,0.05075204778
14.52,0.01844251638
14.54,-0.1336122218
14.56,-0.1948681353
14.58,-0.1223515612
14.6,-0.2030952632
14.62,-0.1121503777
14.64,-0.05545428418
14.66,-0.1872797138
14.68,-0.1436259537
14.7,-0.1711769337
14.72,-0.2061826713
14.74,-0.1187877792
14.76,-0.1597254087
14.78,-0.1794039953
14.8,-0.2092253976
14.82,-0.3304085509
14.84,-0.3193783229
14.86,-0.2251762464
14.88,-0.2170284745
14.9,-0.1469226759
14.92,-0.1263373692
14.94,-0.2519659626
14.96,-0.2641689503
14.98,-0.2284532657
15.0,-0.242808043
