f[Hz],a[cm/s^2]
2.050312275,63.84991942
2.055288761,46.45865005
2.060265247,30.17350271
2.065241733,28.90895959
2.070218219,45.35492849
2.075194705,73.15903174
2.080171191,72.82760371
2.085147677,72.81550741
2.090124163,54.2598751
2.095100649,31.64453927
2.100077136,14.69865995
2.105053622,11.09844805
2.110030108,17.54674845
2.115006594,18.88075663
2.11998308,14.93489841
2.124959566,26.05514909
2.129936052,35.91049111
2.134912538,45.52054981
2.139889024,26.10924519
2.14486551,29.21075838
2.149841997,41.93720687
2.154818483,30.09921001
2.159794969,15.1637723
2.164771455,26.27874682
2.169747941,28.50952212
2.174724427,47.76656376
2.179700913,66.40160321
2.184677399,64.22336654
2.189653885,52.76073413
2.194630371,52.37104977
2.199606858,56.09712979
2.204583344,44.24317379
2.20955983,36.0618366
2.214536316,22.89923738
2.219512802,10.15090879
2.224489288,44.81396452
2.229465774,56.38416256
2.23444226,37.83602155
2.239418746,17.07924953
2.244395233,17.9415314
2.249371719,39.99312631
2.254348205,65.10850583
2.259324691,76.49891369
2.264301177,70.97410581
2.269277663,50.84279066
2.274254149,45.9672581
2.279230635,32.41378872
2.284207121,36.88803869
2.289183607,27.56029144
2.294160094,28.96100686
2.29913658,26.48363013
2.304113066,39.67917798
2.309089552,47.13780692
2.314066038,37.99663009
2.319042524,27.18641759
2.32401901,22.91083048
2.328995496,28.1825458
2.333971982,35.66906024
2.338948468,26.43363796
2.343924955,27.78775906
2.348901441,16.07268312
2.353877927,26.35810871
2.358854413,17.04502571
2.363830899,35.4453277
2.368807385,43.57716445
2.373783871,26.70086858
2.378760357,32.37977097
2.383736843,45.63825514
2.38871333,30.25547827
2.393689816,22.55580392
2.398666302,26.98628614
2.403642788,30.79773134
2.408619274,31.25265974
2.41359576,23.44945526
2.418572246,8.161111671
2.423548732,7.39426332
2.428525218,4.900312602
2.433501704,8.950239524
2.438478191,12.5989251
2.443454677,13.27078276
2.448431163,11.71809068
2.453407649,22.94018654
2.458384135,29.83004236
2.463360621,30.17596293
2.468337107,32.02707555
2.473313593,35.64051145
2.478290079,42.55878743
2.483266565,53.21937559
2.488243052,49.9730746
2.493219538,37.9856579
2.498196024,29.17110414
2.50317251,15.91059795
2.508148996,11.93384679
2.513125482,5.917551887
2.518101968,6.852231328
2.523078454,7.214958705
2.52805494,14.47598822
2.533031427,13.35131848
2.538007913,5.274637584
2.542984399,17.73938549
2.547960885,25.72770803
2.552937371,40.63639557
2.557913857,59.32986006
2.562890343,64.78570286
2.567866829,62.27779065
2.572843315,44.84918101
2.577819801,22.27901
2.582796288,16.06263988
2.587772774,13.09371141
2.59274926,17.17068525
2.597725746,17.04558966
2.602702232,24.19242111
2.607678718,25.25261352
2.612655204,20.27384637
2.61763169,21.1046578
2.622608176,18.45948845
2.627584662,16.73782572
2.632561149,30.49860228
2.637537635,41.73189758
2.642514121,40.16359088
2.647490607,54.49648555
2.652467093,47.51383922
2.657443579,28.38010296
2.662420065,18.61553679
2.667396551,16.17500888
2.672373037,21.8250079
2.677349524,32.43320768
2.68232601,37.87012973
2.687302496,43.40941989
2.692278982,38.31462636
2.697255468,42.98149521
2.702231954,40.90599673
2.70720844,39.68851604
2.712184926,44.4807368
2.717161412,27.98970854
2.722137898,25.76034456
2.727114385,33.74819233
2.732090871,36.82761245
2.737067357,35.6072415
2.742043843,42.42954042
2.747020329,36.11504134
2.751996815,29.20998497
2.756973301,31.52617249
2.761949787,32.21945763
2.766926273,35.32187135
2.771902759,35.35144134
2.776879246,39.82714708
2.781855732,35.75429823
2.786832218,23.93756026
2.791808704,3.481700389
2.79678519,13.73935011
2.801761676,22.72123519
2.806738162,25.41307483
2.811714648,10.89060666
2.816691134,21.22853977
2.82166762,30.15765002
2.826644107,34.69675236
2.831620593,40.93263994
2.836597079,31.49451895
2.841573565,19.63627172
2.846550051,17.29831083
2.851526537,22.91830339
2.856503023,26.77262178
2.861479509,32.20602585
2.866455995,30.46816438
2.871432482,26.11803522
2.876408968,28.18096355
2.881385454,22.83785355
2.88636194,19.6975799
2.891338426,17.54200782
2.896314912,16.45882434
2.901291398,9.636362124
2.906267884,21.7439315
2.91124437,33.26948641
2.916220856,33.45180632
2.921197343,26.86622847
2.926173829,25.97183254
2.931150315,30.80521555
2.936126801,36.60713631
2.941103287,29.84073291
2.946079773,32.10751079
2.951056259,43.19772716
2.956032745,33.75298563
2.961009231,11.71789404
2.965985717,9.279088405
2.970962204,8.170101072
2.97593869,4.017502239
2.980915176,13.95738127
2.985891662,27.18034637
2.990868148,30.31092386
2.995844634,15.67763645
3.00082112,8.66857482
3.005797606,16.23711969
3.010774092,16.60218378
3.015750579,18.2157765
3.020727065,13.28584257
3.025703551,16.15890366
3.030680037,18.42053921
3.035656523,10.02457267
3.040633009,5.593487526
3.045609495,9.368290844
3.050585981,14.96754421
3.055562467,24.31616835
3.060538953,31.39186135
3.06551544,31.81463099
3.070491926,24.54321844
3.075468412,29.07372155
3.080444898,40.19842731
3.085421384,46.4278731
3.09039787,48.39202659
3.095374356,39.48790418
3.100350842,21.16602607
3.105327328,17.38738665
3.110303814,15.80280162
3.115280301,12.18516317
3.120256787,2.40637647
3.125233273,12.18118264
3.130209759,22.22261052
3.135186245,30.62067527
3.140162731,30.54852045
3.145139217,19.74694919
3.150115703,21.36114901
3.155092189,25.83643728
3.160068676,18.80690638
3.165045162,16.09073554
3.170021648,28.09442505
3.174998134,25.70461573
3.17997462,24.77666896
3.184951106,35.5188831
3.189927592,46.02225599
3.194904078,51.80880139
3.199880564,47.65852356
3.20485705,47.24778965
3.209833537,42.74224572
3.214810023,39.15732001
3.219786509,47.04282712
3.224762995,64.18401776
3.229739481,71.4844982
3.234715967,64.06664176
3.239692453,56.77780501
3.244668939,45.75024437
3.249645425,36.97653606
3.254621911,44.2595705
3.259598398,52.02263075
3.264574884,51.66530133
3.26955137,53.40089119
3.274527856,51.6734109
3.279504342,50.01816473
3.284480828,44.4199941
3.289457314,35.44281603
3.2944338,29.66124978
3.299410286,37.30587089
3.304386772,48.8136845
3.309363259,56.62544563
3.314339745,59.61308627
3.319316231,59.92015462
3.324292717,60.34704414
3.329269203,58.83185664
3.334245689,59.74019568
3.339222175,74.61582209
3.344198661,88.56054035
3.349175147,93.45029956
3.354151634,89.75361691
3.35912812,86.71384704
3.364104606,78.13591698
3.369081092,68.91493004
3.374057578,64.41819451
3.379034064,57.01757382
3.38401055,49.59956776
3.388987036,47.96740503
3.393963522,48.06836373
3.398940008,47.32056297
3.403916495,39.72933735
3.408892981,39.32688283
3.413869467,40.06864837
3.418845953,43.3064478
3.423822439,51.3278388
3.428798925,52.87088045
3.433775411,45.34081372
3.438751897,35.16356723
3.443728383,29.57493313
3.448704869,21.04394827
3.453681356,5.003715114
3.458657842,3.381052208
3.463634328,4.365719374
3.468610814,11.84523365
3.4735873,12.11883959
3.478563786,8.564024429
3.483540272,8.083720033
3.488516758,8.332238784
3.493493244,11.1906717
3.498469731,19.64327912
3.503446217,29.52380479
3.508422703,32.39809346
3.513399189,36.04116605
3.518375675,42.91819691
3.523352161,38.8507646
3.528328647,25.72833222
3.533305133,17.67057893
3.538281619,13.24120642
3.543258105,9.789687662
3.548234592,15.92113834
3.553211078,20.32747394
3.558187564,31.03575283
3.56316405,45.30098076
3.568140536,56.4474542
3.573117022,58.31191401
3.578093508,57.40414777
3.583069994,44.03989122
3.58804648,28.64575712
3.593022966,26.49872844
3.597999453,31.57587375
3.602975939,36.59284566
3.607952425,37.08574034
3.612928911,32.09326804
3.617905397,34.27494717
3.622881883,35.64602269
3.627858369,30.27103091
3.632834855,26.68327577
3.637811341,34.54671479
3.642787828,38.95011232
3.647764314,33.78496516
3.6527408,29.68326304
3.657717286,31.56411458
3.662693772,32.92041354
3.667670258,27.68995276
3.672646744,24.88709532
3.67762323,32.31885338
3.682599716,38.82783126
3.687576202,40.49889149
3.692552689,37.46615667
3.697529175,26.30294116
3.702505661,13.27995642
3.707482147,11.47851367
3.712458633,13.36263356
3.717435119,13.24657695
3.722411605,15.46456238
3.727388091,18.66850872
3.732364577,14.32977537
3.737341063,11.96339398
3.74231755,9.520413345
3.747294036,6.054685499
3.752270522,4.875136271
3.757247008,9.142269601
3.762223494,10.5989257
3.76719998,8.598581722
3.772176466,10.94123224
3.777152952,7.912861876
3.782129438,3.328595305
3.787105925,4.933978448
3.792082411,9.449889627
3.797058897,12.9891847
3.802035383,14.1720102
3.807011869,15.62750625
3.811988355,15.65158056
3.816964841,18.20173687
3.821941327,21.19074359
3.826917813,17.86999671
3.831894299,10.68786664
3.836870786,10.27950178
3.841847272,8.522372222
3.846823758,11.279182
3.851800244,16.00821613
3.85677673,24.90017295
3.861753216,28.5011363
3.866729702,25.14198916
3.871706188,22.63613925
3.876682674,24.02597798
3.88165916,21.73621044
3.886635647,15.00579702
3.891612133,11.50257709
3.896588619,9.420445212
3.901565105,14.81479136
3.906541591,21.91398159
3.911518077,20.2079725
3.916494563,16.72543637
3.921471049,23.11687035
3.926447535,24.05409279
3.931424021,27.57958513
3.936400508,26.27340648
3.941376994,21.58057316
3.94635348,21.00222307
3.951329966,23.49461109
3.956306452,28.13678403
3.961282938,34.55122318
3.966259424,37.30737177
3.97123591,34.13991504
3.976212396,26.75938805
3.981188883,25.40939579
3.986165369,28.78082829
3.991141855,35.2595283
3.996118341,38.80554764
4.001094827,37.79141051
4.006071313,32.60322431
4.011047799,27.27028882
4.016024285,27.35213685
4.021000771,30.98566728
4.025977257,34.00723489
4.030953744,28.56189248
4.03593023,19.21579869
4.040906716,15.20870229
4.045883202,13.06898581
4.050859688,9.21202483
4.055836174,14.18527503
4.06081266,23.31877102
4.065789146,20.02883669
4.070765632,22.4200536
4.075742118,22.23158363
4.080718605,14.90540307
4.085695091,11.30003857
4.090671577,12.98945889
4.095648063,17.70443881
4.100624549,20.78734231
4.105601035,16.86656483
4.110577521,11.73962213
4.115554007,20.89292523
4.120530493,25.5745553
4.12550698,25.92322167
4.130483466,20.50241861
4.135459952,19.39905761
4.140436438,26.18277621
4.145412924,36.40450087
4.15038941,46.96924702
4.155365896,43.96953533
4.160342382,34.05359406
4.165318868,25.97654617
4.170295354,21.88580872
4.175271841,16.84825573
4.180248327,9.135152961
4.185224813,2.291889315
4.190201299,7.146585363
4.195177785,14.94300453
4.200154271,18.35415227
4.205130757,27.17680601
4.210107243,34.80960462
4.215083729,34.23579387
4.220060215,29.15855816
4.225036702,28.7670741
4.230013188,30.50373765
4.234989674,36.81416341
4.23996616,40.04967421
4.244942646,42.79933376
4.249919132,49.2571176
4.254895618,45.26947475
4.259872104,36.47244863
4.26484859,29.1293811
4.269825077,30.8704678
4.274801563,39.69278883
4.279778049,44.2689109
4.284754535,45.39279431
4.289731021,39.88551528
4.294707507,30.70532475
4.299683993,20.38965598
4.304660479,12.94952791
4.309636965,10.24765541
4.314613451,9.403063817
4.319589938,10.06831551
4.324566424,12.17885011
4.32954291,9.331777681
4.334519396,0.8982089881
4.339495882,8.085550665
4.344472368,14.45789131
4.349448854,18.83971063
4.35442534,19.20871718
4.359401826,19.54783336
4.364378312,14.83765675
4.369354799,7.929865792
4.374331285,4.984854184
4.379307771,5.569123129
4.384284257,12.50949209
4.389260743,11.22733546
4.394237229,4.48488029
4.399213715,12.64703568
4.404190201,13.11076185
4.409166687,7.574240402
4.414143174,5.078948758
4.41911966,11.53516196
4.424096146,24.57146989
4.429072632,32.20543902
4.434049118,29.63216575
4.439025604,17.04890174
4.44400209,7.619050049
4.448978576,7.086409826
4.453955062,11.99824885
4.458931548,17.38657462
4.463908035,15.38353924
4.468884521,15.39035617
4.473861007,19.56642566
4.478837493,28.7452144
4.483813979,35.50642163
4.488790465,34.6345109
4.493766951,31.85341518
4.498743437,33.22220377
4.503719923,29.50736997
4.508696409,16.62017836
4.513672896,12.08859666
4.518649382,19.77844432
4.523625868,22.51716831
4.528602354,21.64731631
4.53357884,14.73619815
4.538555326,7.469803828
4.543531812,11.22514139
4.548508298,19.43224567
4.553484784,22.22649323
4.55846127,22.00907613
4.563437757,17.95314942
4.568414243,12.38047912
4.573390729,9.862218002
4.578367215,7.119759128
4.583343701,11.44731117
4.588320187,17.25354147
4.593296673,14.26024024
4.598273159,8.111056452
4.603249645,7.735072886
4.608226132,10.18412537
4.613202618,3.814318372
4.618179104,20.33069167
4.62315559,27.43011185
4.628132076,28.34265236
4.633108562,23.78958569
4.638085048,16.83834247
4.643061534,10.85302747
4.64803802,13.70883154
4.653014506,17.34154683
4.657990993,18.41381654
4.662967479,17.21371594
4.667943965,16.08765375
4.672920451,19.5061669
4.677896937,20.21509236
4.682873423,17.66298636
4.687849909,11.50896593
4.692826395,8.713096778
4.697802881,18.34083784
4.702779367,26.10160101
4.707755854,22.19678529
4.71273234,11.83914515
4.717708826,1.125271409
4.722685312,12.08404608
4.727661798,17.80071024
4.732638284,24.57509479
4.73761477,28.32726188
4.742591256,25.87793528
4.747567742,24.0328817
4.752544229,23.26334796
4.757520715,21.69757121
4.762497201,19.03650646
4.767473687,14.53335286
4.772450173,4.300823032
4.777426659,5.503820027
4.782403145,5.29404629
4.787379631,6.897696299
4.792356117,9.613053372
4.797332603,7.457278016
4.80230909,12.85231415
4.807285576,16.10131278
4.812262062,15.72932455
4.817238548,17.06630431
4.822215034,20.81506239
4.82719152,24.20256064
4.832168006,25.0235206
4.837144492,19.35883689
4.842120978,14.53108253
4.847097464,10.78434642
4.852073951,11.33138484
4.857050437,13.56025977
4.862026923,22.19519044
4.867003409,22.15985222
4.871979895,13.89033663
4.876956381,12.00137727
4.881932867,8.415751761
4.886909353,6.48538094
4.891885839,13.03450317
4.896862326,18.20515938
4.901838812,16.52689761
4.906815298,13.85999653
4.911791784,16.09961918
4.91676827,24.12364936
4.921744756,32.7473767
4.926721242,33.03652218
4.931697728,27.19696897
4.936674214,19.62531826
4.9416507,16.67432735
4.946627187,15.35669433
4.951603673,11.38013016
4.956580159,5.284598624
4.961556645,1.076233592
4.966533131,3.753864192
4.971509617,8.584681707
4.976486103,8.529021752
4.981462589,2.765395232
4.986439075,8.289666792
4.991415561,11.97499308
4.996392048,13.83684417
