f[Hz],a[g]
32.68268268,-0.3801358177
32.73273273,0.3835298666
32.78278278,0.1866872194
32.83283283,-0.1164113906
32.88288288,-0.2029768538
32.93293293,-0.0317111498
32.98298298,0.4882281373
33.03303303,-0.8353233501
33.08308308,0.4660305642
33.13313313,-0.1156199261
33.18318318,0.2306650413
33.23323323,-0.1462052531
33.28328328,0.1323254817
33.33333333,-0.2235426609
33.38338338,0.3810634594
33.43343343,-0.2779630784
33.48348348,-0.3541346548
33.53353353,0.5791373519
33.58358358,-0.1552823127
33.63363363,-0.2873873107
33.68368368,0.1029974401
33.73373373,0.155690358
33.78378378,0.4225100162
33.83383383,-0.7952025828
33.88388388,0.004458800884
33.93393393,0.7641904048
33.98398398,0.04205000127
34.03403403,-0.57101386
34.08408408,-0.428422514
34.13413413,0.4524299723
34.18418418,0.324260905
34.23423423,-0.1783193683
34.28428428,-0.1933857381
34.33433433,0.411779534
34.38438438,-0.2183847833
34.43443443,-0.5576868575
34.48448448,0.8036132212
34.53453453,-0.2796081482
34.58458458,0.02240346517
34.63463463,-0.1874841659
34.68468468,0.3798594091
34.73473473,-0.578575042
34.78478478,0.3604352961
34.83483483,0.2367509073
34.88488488,-0.2181535791
34.93493493,0.1052443431
34.98498498,0.1207417671
35.03503504,-0.2825697394
35.08508509,-0.3306081327
35.13513514,0.2115597005
35.18518519,0.1247335572
35.23523524,0.2420402966
35.28528529,-0.2553909991
35.33533534,0.5288303744
35.38538539,-0.6853607418
35.43543544,0.1326500274
35.48548549,0.006634590533
35.53553554,-0.1532180507
35.58558559,0.5950172914
35.63563564,-0.1700498398
35.68568569,-0.1941478063
35.73573574,-0.5192728609
35.78578579,0.5542513893
35.83583584,0.1827319417
35.88588589,-0.08010690157
35.93593594,-0.01687079566
35.98598599,-0.518577399
36.03603604,0.3231204286
36.08608609,0.375876652
36.13613614,-0.3427868725
36.18618619,0.5052333659
36.23623624,-0.6762627526
36.28628629,0.2229611936
36.33633634,-0.2288118
36.38638639,0.1933696695
36.43643644,-0.2751509546
36.48648649,0.5088680162
36.53653654,0.2062651112
36.58658659,-0.2833822929
36.63663664,-0.1577942585
36.68668669,-0.2373940416
36.73673674,0.05423314611
36.78678679,0.2865334337
36.83683684,-0.4126603533
36.88688689,0.6898588783
36.93693694,0.1847433038
36.98698699,-0.565128707
37.03703704,-0.2985415836
37.08708709,0.3239879806
37.13713714,-0.3576037723
37.18718719,0.4291685431
37.23723724,0.1527537021
37.28728729,-0.07012777244
37.33733734,-0.2465983681
37.38738739,-0.1375866744
37.43743744,0.4734662691
37.48748749,-0.6020348428
37.53753754,0.162822787
37.58758759,0.2498202839
37.63763764,-0.1350229629
37.68768769,0.4674638443
37.73773774,-0.3279570614
37.78778779,-0.5118142162
37.83783784,0.4276841557
37.88788789,-0.03185073992
37.93793794,0.1031268567
37.98798799,-0.1481309561
38.03803804,0.3108254142
38.08808809,-0.2883865986
38.13813814,0.001562432458
38.18818819,-0.09781245015
38.23823824,0.06440054099
38.28828829,0.5351562633
38.33833834,-0.6937697695
38.38838839,0.3750358893
38.43843844,-0.4607438721
38.48848849,0.1488325461
38.53853854,0.507489725
38.58858859,-0.2655504606
38.63863864,-0.08692951324
38.68868869,-0.2880076664
38.73873874,0.514773076
38.78878879,0.299764059
38.83883884,-0.8773258184
38.88888889,-0.08674794782
38.93893894,0.4327786154
38.98898899,0.5005788849
39.03903904,-0.4588323737
39.08908909,-0.1513498269
39.13913914,-0.2334462202
39.18918919,0.7785327965
39.23923924,-0.463818521
39.28928929,0.05075485808
39.33933934,-0.02216858747
39.38938939,-0.06738146354
39.43943944,0.1336175997
39.48948949,-0.1713506566
39.53953954,0.212080605
39.58958959,0.04016371057
39.63963964,-0.5840699992
39.68968969,0.8372220984
39.73973974,0.01900177383
39.78978979,-0.6075806354
39.83983984,-0.2053377385
39.88988989,0.2748387771
39.93993994,0.703958991
39.98998999,-0.4565470652
40.04004004,-0.2684984423
40.09009009,-0.2813716831
40.14014014,0.7391261155
40.19019019,0.05641241656
40.24024024,-0.4982170253
40.29029029,0.1411774192
40.34034034,0.1577496093
40.39039039,-0.6511302618
40.44044044,0.5757690257
40.49049049,-0.1605754258
40.54054054,0.2195776195
40.59059059,-0.1728024029
40.64064064,0.03691728784
40.69069069,-0.01874891938
40.74074074,-0.09964450015
40.79079079,0.5352995226
40.84084084,-0.6864668997
40.89089089,0.5051089439
40.94094094,-0.4383007577
40.99099099,0.163483627
41.04104104,0.01175587356
41.09109109,0.3454690268
41.14114114,-0.2622313122
41.19119119,-0.3611268868
41.24124124,0.06698635687
41.29129129,0.7902604926
41.34134134,-0.901361037
41.39139139,0.1517832922
41.44144144,0.49176848
41.49149149,-0.1379102565
41.54154154,-0.2114275064
41.59159159,-0.106877722
41.64164164,0.1980889661
41.69169169,0.05997151809
41.74174174,-0.403713876
41.79179179,0.2849357833
41.84184184,0.460368183
41.89189189,-0.3830247841
41.94194194,-0.4186458981
41.99199199,0.2343131648
42.04204204,0.1114416426
42.09209209,0.2266401911
42.14214214,-0.7450921612
42.19219219,0.6190030113
42.24224224,-0.1321126811
42.29229229,0.1455396365
42.34234234,0.1463240589
42.39239239,-0.6234161834
42.44244244,0.7100581507
42.49249249,-0.6589046125
42.54254254,-0.09391665058
42.59259259,0.7200608334
42.64264264,0.07555023611
42.69269269,-0.6734368154
42.74274274,0.1482421108
42.79279279,-0.1513734683
42.84284284,0.7765959093
42.89289289,-0.5618641704
42.94294294,-0.1233471318
42.99299299,0.05732966897
43.04304304,0.3998435085
43.09309309,-0.379498397
43.14314314,-0.1380060388
43.19319319,0.0391386356
43.24324324,0.4478535586
43.29329329,0.03291090046
43.34334334,-0.3287944779
43.39339339,-0.2461620105
43.44344344,0.1306820717
43.49349349,0.3096787466
43.54354354,-0.4693551347
43.59359359,0.7604720431
43.64364364,-0.6210806349
43.69369369,-0.1442922835
43.74374374,0.6759198343
43.79379379,0.01877993976
43.84384384,-0.6316243434
43.89389389,0.1000303213
43.94394394,0.1475361998
43.99399399,-0.1897487167
44.04404404,0.250346756
44.09409409,0.2994740814
44.14414414,-0.4796814534
44.19419419,-0.1362297881
44.24424424,0.5471201294
44.29429429,-0.1115985803
44.34434434,-0.05488000347
44.39439439,-0.009907325328
44.44444444,-0.3659684024
44.49449449,0.2239969877
44.54454454,-0.1114062679
44.59459459,0.03990604787
44.64464464,0.3006253037
44.69469469,0.160875998
44.74474474,-0.6781931732
44.79479479,0.4659577478
44.84484484,-0.006889345552
44.89489489,-0.3906692222
44.94494494,0.2317652533
44.99499499,0.395378575
45.04504505,-0.4830439069
45.0950951,0.04944797335
45.14514515,-0.07632269165
45.1951952,0.4450930739
45.24524525,-0.4305156346
45.2952953,0.213144427
45.34534535,-0.1233566759
45.3953954,-0.04232572947
45.44544545,0.1638364108
45.4954955,-0.3861223611
45.54554555,0.6563392235
45.5955956,-0.3154306066
45.64564565,-0.08653767215
45.6956957,-0.07302647701
45.74574575,-0.07217398949
45.7957958,0.2047700148
45.84584585,-0.07829621171
45.8958959,0.2491385507
45.94594595,0.04871691192
45.995996,-0.7649893741
46.04604605,0.5337136952
46.0960961,0.2182708607
46.14614615,-0.6279050599
46.1961962,0.792495115
46.24624625,-0.7184459859
46.2962963,0.2642105835
46.34634635,-0.007858362483
46.3963964,-0.0102338512
46.44644645,0.2718610973
46.4964965,0.02126867025
46.54654655,-0.6446604349
46.5965966,0.5236716103
46.64664665,-0.05709235656
46.6966967,0.0587597621
46.74674675,-0.6011435495
46.7967968,0.7553343029
46.84684685,-0.1936249816
46.8968969,-0.479615221
46.94694695,0.5560721525
46.996997,-0.0909064283
47.04704705,-0.3477762945
47.0970971,0.3110314143
47.14714715,0.1667425948
47.1971972,-0.0008577145561
47.24724725,-0.15594933
47.2972973,0.02809967918
47.34734735,-0.432539306
47.3973974,0.6496034786
47.44744745,-0.3246329641
47.4974975,-0.2597373316
47.54754755,0.2115977773
47.5975976,0.2489226389
47.64764765,0.1430094834
47.6976977,-0.811717818
47.74774775,0.6647095459
47.7977978,0.2164223336
47.84784785,-0.3484378373
47.8978979,-0.1641578253
47.94794795,-0.2349381129
47.997998,0.6250070338
48.04804805,-0.05913738729
48.0980981,-0.2429412551
48.14814815,-0.4141175009
48.1981982,0.4995628906
48.24824825,0.2277744525
48.2982983,-0.2556013713
48.34834835,-0.3671466159
48.3983984,0.7193335107
48.44844845,-0.10192888
48.4984985,-0.8569260704
48.54854855,0.6902352759
48.5985986,0.1606617233
48.64864865,-0.151729146
48.6986987,-0.0471797894
48.74874875,-0.6282016829
48.7987988,0.6200401726
48.84884885,0.3075247033
48.8988989,-0.4673540017
48.94894895,-0.1796621628
48.998999,0.443300939
49.04904905,0.1217537951
49.0990991,-0.02932665248
49.14914915,-0.6011137449
49.1991992,-0.0269455502
49.24924925,0.7763801543
49.2992993,-0.8677980917
49.34934935,0.3565054943
49.3993994,0.513872951
49.44944945,-0.2464077132
49.4994995,-0.158137282
49.54954955,-0.2443506903
49.5995996,-0.08507583151
49.64964965,0.5784742082
49.6996997,-0.01258347759
49.74974975,-0.2964150138
49.7997998,0.07647894069
49.84984985,-0.3686568867
49.8998999,0.3069735818
49.94994995,0.2310452642
50.0,-0.1036754466
