t[s],a[g]
12.5,0.2826679982
12.52,0.2445169321
12.54,-0.1322718741
12.56,-0.2954824407
12.58,-0.5275853754
12.6,-0.4864192438
12.62,-0.2038273985
12.64,-0.004589735714
12.66,0.5386930677
12.68,0.4223198093
12.7,-0.00332755289
12.72,0.2459636431
12.74,0.3287352744
12.76,0.3044026524
12.78,0.001907556263
12.8,-0.2520919515
12.82,-0.04903796565
12.84,-0.1828338805
12.86,-0.2318522284
12.88,0.1631078114
12.9,0.1361634975
12.92,0.1277759932
12.94,0.2062918967
12.96,0.4465756722
12.98,0.7595129292
13.0,0.6652331201
13.02,0.4261247323
13.04,0.178511053
13.06,-0.1432917102
13.08,-0.087363984
13.1,0.07595025758
13.12,0.07304112203
13.14,-0.04079869088
13.16,-0.08106117826
13.18,0.2350850235
13.2,0.4365365377
13.22,0.4493485196
13.24,0.5930931088
13.26,0.3885191377
13.28,0.399370763
13.3,0.6446247222
13.32,0.6539032823
13.34,0.8163453871
13.36,1.020474786
13.38,0.6508121064
13.4,0.06762158993
13.42,-0.2746450493
13.44,-0.6485427312
13.46,-1.036870307
13.48,-0.8928264537
13.5,-0.443689403
13.52,-0.3095132694
13.54,-0.4052069207
13.56,-0.7482274982
13.58,-0.7586428581
13.6,-0.5139339402
13.62,-0.5703382676
13.64,-0.6695334858
13.66,-0.4303310669
13.68,-0.3787671068
13.7,-0.3991863997
13.72,-0.135717783
13.74,0.1269812747
13.76,0.6173208019
13.78,1.201560752
13.8,1.33478197
13.82,1.281241592
13.84,0.9978997226
13.86,0.5604219563
13.88,0.3305464417
13.9,-0.03317500458
13.92,-0.3031521538
13.94,-0.163521236
13.96,0.06860475858
13.98,0.3406753076
14.0,0.2643417548
14.02,-0.1858000893
14.04,-0.3625716403
14.06,-0.6941743944
14.08,-0.9828875813
14.1,-0.8652122482
14.12,-0.6349235834
14.14,-0.1808096106
14.16,0.02447450909
14.18,0.2320359204
14.2,0.188636569
14.22,-0.1979670773
14.24,-0.02504976457
14.26,0.2193690484
14.28,0.2442210384
14.3,0.1994968883
14.32,0.07948572717
14.34,0.2607713388
14.36,0.3151141205
14.38,-0.2443783282
14.4,-0.1394302858
14.42,0.2411010769
14.44,0.2790225195
14.46,0.5307496426
14.48,0.1990774681
14.5,-0.15015072
14.52,0.138733136
14.54,-0.01625280088
14.56,-0.01712625149
14.58,0.2102558775
14.6,-0.1128593323
14.62,0.2401494059
14.64,0.554555797
14.66,0.1528352605
14.68,0.2314290143
14.7,0.0513930095
14.72,-0.2499826089
14.74,-0.2286457324
14.76,-0.4881544827
14.78,-0.5422341876
14.8,-0.6584748436
14.82,-0.9736027171
14.84,-0.7023999591
14.86,-0.2180570232
14.88,-0.2299169152
14.9,-0.009745711076
14.92,-0.09112104122
14.94,-0.7241657705
14.96,-0.751456193
14.98,-0.5908275587
15.0,-0.6472366177
15.02,-0.3370685266
15.04,0.09845803653
15.06,0.2893635851
15.08,0.7145524894
15.1,0.6751369609
15.12,0.4439308109
15.14,0.2482991752
15.16,0.0007136648403
15.18,-0.03485585187
15.2,-0.2845790213
15.22,-0.5733616515
15.24,-0.1796870778
15.26,-0.09088907004
15.28,-0.08939980534
15.3,0.2831826503
15.32,0.228220869
15.34,0.3226905314
15.36,0.7499064389
15.38,0.6117851572
15.4,0.4096377279
15.42,0.5133945656
15.44,0.5487077259
15.46,0.5286179327
15.48,0.5538408037
15.5,0.350285163
15.52,0.3089507884
15.54,0.3463509328
15.56,0.4078688456
15.58,0.4904870805
15.6,0.3554399509
15.62,0.3513433472
15.64,0.7259125541
15.66,0.3440504976
15.68,-0.1469211002
15.7,-0.2150735948
15.72,-0.2824650008
15.74,-0.01837198015
15.76,-0.05967135998
15.78,-0.6468816872
15.8,-0.7666502518
15.82,-1.012388771
15.84,-1.072390018
15.86,-0.582562738
15.88,-0.3591143392
15.9,-0.04158067377
15.92,0.2075258841
15.94,0.06159335336
15.96,0.2836261716
15.98,0.2185554491
16.0,-0.1025078561
16.02,-0.5620234462
16.04,-0.7864670757
16.06,-0.4988519098
16.08,-0.4676804528
16.1,-0.3370042718
16.12,0.01697579053
16.14,-0.06319211059
16.16,0.07757624495
16.18,0.2679339466
16.2,0.4568194538
16.22,0.6202153298
16.24,0.3861653486
16.26,0.2508254864
16.28,0.01276804485
16.3,-0.4289780093
16.32,-0.3180990407
16.34,-0.3133093338
16.36,-0.3555666287
16.38,-0.337410673
16.4,-0.3977124045
16.42,-0.4028284296
16.44,-0.09623898199
16.46,0.3155151918
16.48,0.3840257644
16.5,0.6698451932
16.52,0.6069474281
16.54,0.181703661
16.56,0.4833418007
16.58,0.1618470143
16.6,-0.2583403722
16.62,0.02248765112
16.64,-0.2142326876
16.66,-0.02594806864
16.68,0.2548292899
16.7,0.05506502222
16.72,0.06770007124
16.74,-0.6549499723
16.76,-0.9176942961
16.78,-0.6875111208
16.8,-0.934649796
16.82,-0.7359310888
16.84,-0.7194715482
16.86,-0.5988330453
16.88,-0.2034186158
16.9,-0.6052281431
16.92,-0.7110433098
16.94,-0.8785091621
16.96,-1.125967355
16.98,-0.7468636986
17.0,-0.7517828178
17.02,-0.2584336302
17.04,0.23990173
17.06,0.09960416189
17.08,0.5177127489
17.1,0.5999029602
17.12,0.7610028339
17.14,1.210743641
17.16,0.9077881948
17.18,0.5424402718
17.2,0.3009119542
17.22,0.2953357124
17.24,0.7514094811
17.26,0.9435923071
17.28,1.154955964
17.3,1.080781955
17.32,0.8988231143
17.34,0.5882260992
17.36,0.5879209514
17.38,0.6915837591
17.4,0.3893109015
17.42,0.241830931
17.44,0.1863020111
17.46,0.06017029563
17.48,0.3919613844
17.5,0.5094424533
17.52,0.3205976651
17.54,0.06149024232
17.56,-0.2449366409
17.58,-0.4215101284
17.6,-0.5068216916
17.62,-0.1315448116
